linha_id,data,componente,custo
L05,2025-01-01,custo_combustivel,141427.64
L05,2025-01-01,custo_fixo_rateado,67412.13
L05,2025-01-01,custo_manutencao,36679.2
L05,2025-01-01,custo_pedagio,14229.0
L05,2025-01-01,custo_pneus,16442.4
L05,2025-01-01,custo_tripulacao,41664.0
L05,2025-02-01,custo_combustivel,127741.09
L05,2025-02-01,custo_fixo_rateado,67412.13
L05,2025-02-01,custo_manutencao,33129.6
L05,2025-02-01,custo_pedagio,12852.0
L05,2025-02-01,custo_pneus,14851.2
L05,2025-02-01,custo_tripulacao,37632.0
L05,2025-03-01,custo_combustivel,141427.64
L05,2025-03-01,custo_fixo_rateado,67412.13
L05,2025-03-01,custo_manutencao,36679.2
L05,2025-03-01,custo_pedagio,14229.0
L05,2025-03-01,custo_pneus,16442.4
L05,2025-03-01,custo_tripulacao,41664.0
L05,2025-04-01,custo_combustivel,136865.45
L05,2025-04-01,custo_fixo_rateado,67412.13
L05,2025-04-01,custo_manutencao,35496.0
L05,2025-04-01,custo_pedagio,13770.0
L05,2025-04-01,custo_pneus,15912.0
L05,2025-04-01,custo_tripulacao,40320.0
L05,2025-05-01,custo_combustivel,141427.64
L05,2025-05-01,custo_fixo_rateado,67412.13
L05,2025-05-01,custo_manutencao,36679.2
L05,2025-05-01,custo_pedagio,14229.0
L05,2025-05-01,custo_pneus,16442.4
L05,2025-05-01,custo_tripulacao,41664.0
L05,2025-06-01,custo_combustivel,136865.45
L05,2025-06-01,custo_fixo_rateado,67412.13
L05,2025-06-01,custo_manutencao,35496.0
L05,2025-06-01,custo_pedagio,13770.0
L05,2025-06-01,custo_pneus,15912.0
L05,2025-06-01,custo_tripulacao,40320.0
L05,2025-07-01,custo_combustivel,141427.64
L05,2025-07-01,custo_fixo_rateado,67412.13
L05,2025-07-01,custo_manutencao,36679.2
L05,2025-07-01,custo_pedagio,14229.0
L05,2025-07-01,custo_pneus,16442.4
L05,2025-07-01,custo_tripulacao,41664.0
L05,2025-08-01,custo_combustivel,141427.64
L05,2025-08-01,custo_fixo_rateado,67412.13
L05,2025-08-01,custo_manutencao,36679.2
L05,2025-08-01,custo_pedagio,14229.0
L05,2025-08-01,custo_pneus,16442.4
L05,2025-08-01,custo_tripulacao,41664.0
L05,2025-09-01,custo_combustivel,136865.45
L05,2025-09-01,custo_fixo_rateado,67412.13
L05,2025-09-01,custo_manutencao,35496.0
L05,2025-09-01,custo_pedagio,13770.0
L05,2025-09-01,custo_pneus,15912.0
L05,2025-09-01,custo_tripulacao,40320.0
L05,2025-10-01,custo_combustivel,141427.64
L05,2025-10-01,custo_fixo_rateado,67412.13
L05,2025-10-01,custo_manutencao,36679.2
L05,2025-10-01,custo_pedagio,14229.0
L05,2025-10-01,custo_pneus,16442.4
L05,2025-10-01,custo_tripulacao,41664.0
L05,2025-11-01,custo_combustivel,136865.45
L05,2025-11-01,custo_fixo_rateado,67412.13
L05,2025-11-01,custo_manutencao,35496.0
L05,2025-11-01,custo_pedagio,13770.0
L05,2025-11-01,custo_pneus,15912.0
L05,2025-11-01,custo_tripulacao,40320.0
L05,2025-12-01,custo_combustivel,141427.64
L05,2025-12-01,custo_fixo_rateado,67412.13
L05,2025-12-01,custo_manutencao,36679.2
L05,2025-12-01,custo_pedagio,14229.0
L05,2025-12-01,custo_pneus,16442.4
L05,2025-12-01,custo_tripulacao,41664.0
L05,2026-01-01,custo_combustivel,141427.64
L05,2026-01-01,custo_fixo_rateado,67412.13
L05,2026-01-01,custo_manutencao,36679.2
L05,2026-01-01,custo_pedagio,14229.0
L05,2026-01-01,custo_pneus,16442.4
L05,2026-01-01,custo_tripulacao,41664.0
L05,2026-02-01,custo_combustivel,127741.09
L05,2026-02-01,custo_fixo_rateado,67412.13
L05,2026-02-01,custo_manutencao,33129.6
L05,2026-02-01,custo_pedagio,12852.0
L05,2026-02-01,custo_pneus,14851.2
L05,2026-02-01,custo_tripulacao,37632.0
L05,2026-03-01,custo_combustivel,141427.64
L05,2026-03-01,custo_fixo_rateado,67412.13
L05,2026-03-01,custo_manutencao,36679.2
L05,2026-03-01,custo_pedagio,14229.0
L05,2026-03-01,custo_pneus,16442.4
L05,2026-03-01,custo_tripulacao,41664.0
L05,2026-04-01,custo_combustivel,136865.45
L05,2026-04-01,custo_fixo_rateado,67412.13
L05,2026-04-01,custo_manutencao,35496.0
L05,2026-04-01,custo_pedagio,13770.0
L05,2026-04-01,custo_pneus,15912.0
L05,2026-04-01,custo_tripulacao,40320.0
L05,2026-05-01,custo_combustivel,141427.64
L05,2026-05-01,custo_fixo_rateado,67412.13
L05,2026-05-01,custo_manutencao,36679.2
L05,2026-05-01,custo_pedagio,14229.0
L05,2026-05-01,custo_pneus,16442.4
L05,2026-05-01,custo_tripulacao,41664.0
L05,2026-06-01,custo_combustivel,136865.45
L05,2026-06-01,custo_fixo_rateado,67412.13
L05,2026-06-01,custo_manutencao,35496.0
L05,2026-06-01,custo_pedagio,13770.0
L05,2026-06-01,custo_pneus,15912.0
L05,2026-06-01,custo_tripulacao,40320.0
L05,2026-07-01,custo_combustivel,141427.64
L05,2026-07-01,custo_fixo_rateado,67412.13
L05,2026-07-01,custo_manutencao,36679.2
L05,2026-07-01,custo_pedagio,14229.0
L05,2026-07-01,custo_pneus,16442.4
L05,2026-07-01,custo_tripulacao,41664.0
L05,2026-08-01,custo_combustivel,141427.64
L05,2026-08-01,custo_fixo_rateado,67412.13
L05,2026-08-01,custo_manutencao,36679.2
L05,2026-08-01,custo_pedagio,14229.0
L05,2026-08-01,custo_pneus,16442.4
L05,2026-08-01,custo_tripulacao,41664.0
L05,2026-09-01,custo_combustivel,136865.45
L05,2026-09-01,custo_fixo_rateado,67412.13
L05,2026-09-01,custo_manutencao,35496.0
L05,2026-09-01,custo_pedagio,13770.0
L05,2026-09-01,custo_pneus,15912.0
L05,2026-09-01,custo_tripulacao,40320.0
L06,2024-10-01,custo_combustivel,197421.36
L06,2024-10-01,custo_fixo_rateado,99234.62
L06,2024-10-01,custo_manutencao,53993.94
L06,2024-10-01,custo_pedagio,20945.92
L06,2024-10-01,custo_pneus,24204.18
L06,2024-10-01,custo_tripulacao,60684.05
L06,2024-11-01,custo_combustivel,191052.93
L06,2024-11-01,custo_fixo_rateado,99234.62
L06,2024-11-01,custo_manutencao,52252.2
L06,2024-11-01,custo_pedagio,20270.25
L06,2024-11-01,custo_pneus,23423.4
L06,2024-11-01,custo_tripulacao,58726.5
L06,2024-12-01,custo_combustivel,197421.36
L06,2024-12-01,custo_fixo_rateado,99234.62
L06,2024-12-01,custo_manutencao,53993.94
L06,2024-12-01,custo_pedagio,20945.92
L06,2024-12-01,custo_pneus,24204.18
L06,2024-12-01,custo_tripulacao,60684.05
L06,2025-01-01,custo_combustivel,197421.36
L06,2025-01-01,custo_fixo_rateado,99234.62
L06,2025-01-01,custo_manutencao,53993.94
L06,2025-01-01,custo_pedagio,20945.92
L06,2025-01-01,custo_pneus,24204.18
L06,2025-01-01,custo_tripulacao,60684.05
L06,2025-02-01,custo_combustivel,178316.07
L06,2025-02-01,custo_fixo_rateado,99234.62
L06,2025-02-01,custo_manutencao,48768.72
L06,2025-02-01,custo_pedagio,18918.9
L06,2025-02-01,custo_pneus,21861.84
L06,2025-02-01,custo_tripulacao,54811.4
L06,2025-03-01,custo_combustivel,197421.36
L06,2025-03-01,custo_fixo_rateado,99234.62
L06,2025-03-01,custo_manutencao,53993.94
L06,2025-03-01,custo_pedagio,20945.92
L06,2025-03-01,custo_pneus,24204.18
L06,2025-03-01,custo_tripulacao,60684.05
L06,2025-04-01,custo_combustivel,191052.93
L06,2025-04-01,custo_fixo_rateado,99234.62
L06,2025-04-01,custo_manutencao,52252.2
L06,2025-04-01,custo_pedagio,20270.25
L06,2025-04-01,custo_pneus,23423.4
L06,2025-04-01,custo_tripulacao,58726.5
L06,2025-05-01,custo_combustivel,197421.36
L06,2025-05-01,custo_fixo_rateado,99234.62
L06,2025-05-01,custo_manutencao,53993.94
L06,2025-05-01,custo_pedagio,20945.92
L06,2025-05-01,custo_pneus,24204.18
L06,2025-05-01,custo_tripulacao,60684.05
L06,2025-06-01,custo_combustivel,191052.93
L06,2025-06-01,custo_fixo_rateado,99234.62
L06,2025-06-01,custo_manutencao,52252.2
L06,2025-06-01,custo_pedagio,20270.25
L06,2025-06-01,custo_pneus,23423.4
L06,2025-06-01,custo_tripulacao,58726.5
L06,2025-07-01,custo_combustivel,197421.36
L06,2025-07-01,custo_fixo_rateado,99234.62
L06,2025-07-01,custo_manutencao,53993.94
L06,2025-07-01,custo_pedagio,20945.92
L06,2025-07-01,custo_pneus,24204.18
L06,2025-07-01,custo_tripulacao,60684.05
L06,2025-08-01,custo_combustivel,197421.36
L06,2025-08-01,custo_fixo_rateado,99234.62
L06,2025-08-01,custo_manutencao,53993.94
L06,2025-08-01,custo_pedagio,20945.92
L06,2025-08-01,custo_pneus,24204.18
L06,2025-08-01,custo_tripulacao,60684.05
L06,2025-09-01,custo_combustivel,191052.93
L06,2025-09-01,custo_fixo_rateado,99234.62
L06,2025-09-01,custo_manutencao,52252.2
L06,2025-09-01,custo_pedagio,20270.25
L06,2025-09-01,custo_pneus,23423.4
L06,2025-09-01,custo_tripulacao,58726.5
L06,2025-10-01,custo_combustivel,197421.36
L06,2025-10-01,custo_fixo_rateado,99234.62
L06,2025-10-01,custo_manutencao,53993.94
L06,2025-10-01,custo_pedagio,20945.92
L06,2025-10-01,custo_pneus,24204.18
L06,2025-10-01,custo_tripulacao,60684.05
L06,2025-11-01,custo_combustivel,191052.93
L06,2025-11-01,custo_fixo_rateado,99234.62
L06,2025-11-01,custo_manutencao,52252.2
L06,2025-11-01,custo_pedagio,20270.25
L06,2025-11-01,custo_pneus,23423.4
L06,2025-11-01,custo_tripulacao,58726.5
L06,2025-12-01,custo_combustivel,197421.36
L06,2025-12-01,custo_fixo_rateado,99234.62
L06,2025-12-01,custo_manutencao,53993.94
L06,2025-12-01,custo_pedagio,20945.92
L06,2025-12-01,custo_pneus,24204.18
L06,2025-12-01,custo_tripulacao,60684.05
L06,2026-01-01,custo_combustivel,197421.36
L06,2026-01-01,custo_fixo_rateado,99234.62
L06,2026-01-01,custo_manutencao,53993.94
L06,2026-01-01,custo_pedagio,20945.92
L06,2026-01-01,custo_pneus,24204.18
L06,2026-01-01,custo_tripulacao,60684.05
L06,2026-02-01,custo_combustivel,178316.07
L06,2026-02-01,custo_fixo_rateado,99234.62
L06,2026-02-01,custo_manutencao,48768.72
L06,2026-02-01,custo_pedagio,18918.9
L06,2026-02-01,custo_pneus,21861.84
L06,2026-02-01,custo_tripulacao,54811.4
L06,2026-03-01,custo_combustivel,197421.36
L06,2026-03-01,custo_fixo_rateado,99234.62
L06,2026-03-01,custo_manutencao,53993.94
L06,2026-03-01,custo_pedagio,20945.92
L06,2026-03-01,custo_pneus,24204.18
L06,2026-03-01,custo_tripulacao,60684.05
L06,2026-04-01,custo_combustivel,191052.93
L06,2026-04-01,custo_fixo_rateado,99234.62
L06,2026-04-01,custo_manutencao,52252.2
L06,2026-04-01,custo_pedagio,20270.25
L06,2026-04-01,custo_pneus,23423.4
L06,2026-04-01,custo_tripulacao,58726.5
L06,2026-05-01,custo_combustivel,197421.36
L06,2026-05-01,custo_fixo_rateado,99234.62
L06,2026-05-01,custo_manutencao,53993.94
L06,2026-05-01,custo_pedagio,20945.92
L06,2026-05-01,custo_pneus,24204.18
L06,2026-05-01,custo_tripulacao,60684.05
L06,2026-06-01,custo_combustivel,191052.93
L06,2026-06-01,custo_fixo_rateado,99234.62
L06,2026-06-01,custo_manutencao,52252.2
L06,2026-06-01,custo_pedagio,20270.25
L06,2026-06-01,custo_pneus,23423.4
L06,2026-06-01,custo_tripulacao,58726.5
L06,2026-07-01,custo_combustivel,197421.36
L06,2026-07-01,custo_fixo_rateado,99234.62
L06,2026-07-01,custo_manutencao,53993.94
L06,2026-07-01,custo_pedagio,20945.92
L06,2026-07-01,custo_pneus,24204.18
L06,2026-07-01,custo_tripulacao,60684.05
L06,2026-08-01,custo_combustivel,197421.36
L06,2026-08-01,custo_fixo_rateado,99234.62
L06,2026-08-01,custo_manutencao,53993.94
L06,2026-08-01,custo_pedagio,20945.92
L06,2026-08-01,custo_pneus,24204.18
L06,2026-08-01,custo_tripulacao,60684.05
L06,2026-09-01,custo_combustivel,191052.93
L06,2026-09-01,custo_fixo_rateado,99234.62
L06,2026-09-01,custo_manutencao,52252.2
L06,2026-09-01,custo_pedagio,20270.25
L06,2026-09-01,custo_pneus,23423.4
L06,2026-09-01,custo_tripulacao,58726.5
L07,2024-10-01,custo_combustivel,120352.15
L07,2024-10-01,custo_fixo_rateado,57366.4
L07,2024-10-01,custo_manutencao,31213.28
L07,2024-10-01,custo_pedagio,12108.6
L07,2024-10-01,custo_pneus,13992.16
L07,2024-10-01,custo_tripulacao,34984.12
L07,2024-11-01,custo_combustivel,116469.82
L07,2024-11-01,custo_fixo_rateado,57366.4
L07,2024-11-01,custo_manutencao,30206.4
L07,2024-11-01,custo_pedagio,11718.0
L07,2024-11-01,custo_pneus,13540.8
L07,2024-11-01,custo_tripulacao,33855.6
L07,2024-12-01,custo_combustivel,120352.15
L07,2024-12-01,custo_fixo_rateado,57366.4
L07,2024-12-01,custo_manutencao,31213.28
L07,2024-12-01,custo_pedagio,12108.6
L07,2024-12-01,custo_pneus,13992.16
L07,2024-12-01,custo_tripulacao,34984.12
L07,2025-01-01,custo_combustivel,120352.15
L07,2025-01-01,custo_fixo_rateado,57366.4
L07,2025-01-01,custo_manutencao,31213.28
L07,2025-01-01,custo_pedagio,12108.6
L07,2025-01-01,custo_pneus,13992.16
L07,2025-01-01,custo_tripulacao,34984.12
L07,2025-02-01,custo_combustivel,108705.16
L07,2025-02-01,custo_fixo_rateado,57366.4
L07,2025-02-01,custo_manutencao,28192.64
L07,2025-02-01,custo_pedagio,10936.8
L07,2025-02-01,custo_pneus,12638.08
L07,2025-02-01,custo_tripulacao,31598.56
L07,2025-03-01,custo_combustivel,120352.15
L07,2025-03-01,custo_fixo_rateado,57366.4
L07,2025-03-01,custo_manutencao,31213.28
L07,2025-03-01,custo_pedagio,12108.6
L07,2025-03-01,custo_pneus,13992.16
L07,2025-03-01,custo_tripulacao,34984.12
L07,2025-04-01,custo_combustivel,116469.82
L07,2025-04-01,custo_fixo_rateado,57366.4
L07,2025-04-01,custo_manutencao,30206.4
L07,2025-04-01,custo_pedagio,11718.0
L07,2025-04-01,custo_pneus,13540.8
L07,2025-04-01,custo_tripulacao,33855.6
L07,2025-05-01,custo_combustivel,120352.15
L07,2025-05-01,custo_fixo_rateado,57366.4
L07,2025-05-01,custo_manutencao,31213.28
L07,2025-05-01,custo_pedagio,12108.6
L07,2025-05-01,custo_pneus,13992.16
L07,2025-05-01,custo_tripulacao,34984.12
L07,2025-06-01,custo_combustivel,116469.82
L07,2025-06-01,custo_fixo_rateado,57366.4
L07,2025-06-01,custo_manutencao,30206.4
L07,2025-06-01,custo_pedagio,11718.0
L07,2025-06-01,custo_pneus,13540.8
L07,2025-06-01,custo_tripulacao,33855.6
L07,2025-07-01,custo_combustivel,120352.15
L07,2025-07-01,custo_fixo_rateado,57366.4
L07,2025-07-01,custo_manutencao,31213.28
L07,2025-07-01,custo_pedagio,12108.6
L07,2025-07-01,custo_pneus,13992.16
L07,2025-07-01,custo_tripulacao,34984.12
L07,2025-08-01,custo_combustivel,120352.15
L07,2025-08-01,custo_fixo_rateado,57366.4
L07,2025-08-01,custo_manutencao,31213.28
L07,2025-08-01,custo_pedagio,12108.6
L07,2025-08-01,custo_pneus,13992.16
L07,2025-08-01,custo_tripulacao,34984.12
L07,2025-09-01,custo_combustivel,116469.82
L07,2025-09-01,custo_fixo_rateado,57366.4
L07,2025-09-01,custo_manutencao,30206.4
L07,2025-09-01,custo_pedagio,11718.0
L07,2025-09-01,custo_pneus,13540.8
L07,2025-09-01,custo_tripulacao,33855.6
L07,2025-10-01,custo_combustivel,120352.15
L07,2025-10-01,custo_fixo_rateado,57366.4
L07,2025-10-01,custo_manutencao,31213.28
L07,2025-10-01,custo_pedagio,12108.6
L07,2025-10-01,custo_pneus,13992.16
L07,2025-10-01,custo_tripulacao,34984.12
L07,2025-11-01,custo_combustivel,116469.82
L07,2025-11-01,custo_fixo_rateado,57366.4
L07,2025-11-01,custo_manutencao,30206.4
L07,2025-11-01,custo_pedagio,11718.0
L07,2025-11-01,custo_pneus,13540.8
L07,2025-11-01,custo_tripulacao,33855.6
L07,2025-12-01,custo_combustivel,120352.15
L07,2025-12-01,custo_fixo_rateado,57366.4
L07,2025-12-01,custo_manutencao,31213.28
L07,2025-12-01,custo_pedagio,12108.6
L07,2025-12-01,custo_pneus,13992.16
L07,2025-12-01,custo_tripulacao,34984.12
L07,2026-01-01,custo_combustivel,120352.15
L07,2026-01-01,custo_fixo_rateado,57366.4
L07,2026-01-01,custo_manutencao,31213.28
L07,2026-01-01,custo_pedagio,12108.6
L07,2026-01-01,custo_pneus,13992.16
L07,2026-01-01,custo_tripulacao,34984.12
L07,2026-02-01,custo_combustivel,108705.16
L07,2026-02-01,custo_fixo_rateado,57366.4
L07,2026-02-01,custo_manutencao,28192.64
L07,2026-02-01,custo_pedagio,10936.8
L07,2026-02-01,custo_pneus,12638.08
L07,2026-02-01,custo_tripulacao,31598.56
L07,2026-03-01,custo_combustivel,120352.15
L07,2026-03-01,custo_fixo_rateado,57366.4
L07,2026-03-01,custo_manutencao,31213.28
L07,2026-03-01,custo_pedagio,12108.6
L07,2026-03-01,custo_pneus,13992.16
L07,2026-03-01,custo_tripulacao,34984.12
L07,2026-04-01,custo_combustivel,116469.82
L07,2026-04-01,custo_fixo_rateado,57366.4
L07,2026-04-01,custo_manutencao,30206.4
L07,2026-04-01,custo_pedagio,11718.0
L07,2026-04-01,custo_pneus,13540.8
L07,2026-04-01,custo_tripulacao,33855.6
L07,2026-05-01,custo_combustivel,120352.15
L07,2026-05-01,custo_fixo_rateado,57366.4
L07,2026-05-01,custo_manutencao,31213.28
L07,2026-05-01,custo_pedagio,12108.6
L07,2026-05-01,custo_pneus,13992.16
L07,2026-05-01,custo_tripulacao,34984.12
L07,2026-06-01,custo_combustivel,116469.82
L07,2026-06-01,custo_fixo_rateado,57366.4
L07,2026-06-01,custo_manutencao,30206.4
L07,2026-06-01,custo_pedagio,11718.0
L07,2026-06-01,custo_pneus,13540.8
L07,2026-06-01,custo_tripulacao,33855.6
L07,2026-07-01,custo_combustivel,120352.15
L07,2026-07-01,custo_fixo_rateado,57366.4
L07,2026-07-01,custo_manutencao,31213.28
L07,2026-07-01,custo_pedagio,12108.6
L07,2026-07-01,custo_pneus,13992.16
L07,2026-07-01,custo_tripulacao,34984.12
L07,2026-08-01,custo_combustivel,120352.15
L07,2026-08-01,custo_fixo_rateado,57366.4
L07,2026-08-01,custo_manutencao,31213.28
L07,2026-08-01,custo_pedagio,12108.6
L07,2026-08-01,custo_pneus,13992.16
L07,2026-08-01,custo_tripulacao,34984.12
L07,2026-09-01,custo_combustivel,116469.82
L07,2026-09-01,custo_fixo_rateado,57366.4
L07,2026-09-01,custo_manutencao,30206.4
L07,2026-09-01,custo_pedagio,11718.0
L07,2026-09-01,custo_pneus,13540.8
L07,2026-09-01,custo_tripulacao,33855.6
L08,2024-10-01,custo_combustivel,98999.35
L08,2024-10-01,custo_fixo_rateado,47188.49
L08,2024-10-01,custo_manutencao,25675.44
L08,2024-10-01,custo_pedagio,8189.58
L08,2024-10-01,custo_pneus,11509.68
L08,2024-10-01,custo_tripulacao,28256.19
L08,2024-11-01,custo_combustivel,95805.82
L08,2024-11-01,custo_fixo_rateado,47188.49
L08,2024-11-01,custo_manutencao,24847.2
L08,2024-11-01,custo_pedagio,7925.4
L08,2024-11-01,custo_pneus,11138.4
L08,2024-11-01,custo_tripulacao,27344.7
L08,2024-12-01,custo_combustivel,98999.35
L08,2024-12-01,custo_fixo_rateado,47188.49
L08,2024-12-01,custo_manutencao,25675.44
L08,2024-12-01,custo_pedagio,8189.58
L08,2024-12-01,custo_pneus,11509.68
L08,2024-12-01,custo_tripulacao,28256.19
L08,2025-01-01,custo_combustivel,98999.35
L08,2025-01-01,custo_fixo_rateado,47188.49
L08,2025-01-01,custo_manutencao,25675.44
L08,2025-01-01,custo_pedagio,8189.58
L08,2025-01-01,custo_pneus,11509.68
L08,2025-01-01,custo_tripulacao,28256.19
L08,2025-02-01,custo_combustivel,89418.76
L08,2025-02-01,custo_fixo_rateado,47188.49
L08,2025-02-01,custo_manutencao,23190.72
L08,2025-02-01,custo_pedagio,7397.04
L08,2025-02-01,custo_pneus,10395.84
L08,2025-02-01,custo_tripulacao,25521.72
L08,2025-03-01,custo_combustivel,98999.35
L08,2025-03-01,custo_fixo_rateado,47188.49
L08,2025-03-01,custo_manutencao,25675.44
L08,2025-03-01,custo_pedagio,8189.58
L08,2025-03-01,custo_pneus,11509.68
L08,2025-03-01,custo_tripulacao,28256.19
L08,2025-04-01,custo_combustivel,95805.82
L08,2025-04-01,custo_fixo_rateado,47188.49
L08,2025-04-01,custo_manutencao,24847.2
L08,2025-04-01,custo_pedagio,7925.4
L08,2025-04-01,custo_pneus,11138.4
L08,2025-04-01,custo_tripulacao,27344.7
L08,2025-05-01,custo_combustivel,98999.35
L08,2025-05-01,custo_fixo_rateado,47188.49
L08,2025-05-01,custo_manutencao,25675.44
L08,2025-05-01,custo_pedagio,8189.58
L08,2025-05-01,custo_pneus,11509.68
L08,2025-05-01,custo_tripulacao,28256.19
L08,2025-06-01,custo_combustivel,95805.82
L08,2025-06-01,custo_fixo_rateado,47188.49
L08,2025-06-01,custo_manutencao,24847.2
L08,2025-06-01,custo_pedagio,7925.4
L08,2025-06-01,custo_pneus,11138.4
L08,2025-06-01,custo_tripulacao,27344.7
L08,2025-07-01,custo_combustivel,98999.35
L08,2025-07-01,custo_fixo_rateado,47188.49
L08,2025-07-01,custo_manutencao,25675.44
L08,2025-07-01,custo_pedagio,8189.58
L08,2025-07-01,custo_pneus,11509.68
L08,2025-07-01,custo_tripulacao,28256.19
L08,2025-08-01,custo_combustivel,98999.35
L08,2025-08-01,custo_fixo_rateado,47188.49
L08,2025-08-01,custo_manutencao,25675.44
L08,2025-08-01,custo_pedagio,8189.58
L08,2025-08-01,custo_pneus,11509.68
L08,2025-08-01,custo_tripulacao,28256.19
L08,2025-09-01,custo_combustivel,95805.82
L08,2025-09-01,custo_fixo_rateado,47188.49
L08,2025-09-01,custo_manutencao,24847.2
L08,2025-09-01,custo_pedagio,7925.4
L08,2025-09-01,custo_pneus,11138.4
L08,2025-09-01,custo_tripulacao,27344.7
L08,2025-10-01,custo_combustivel,98999.35
L08,2025-10-01,custo_fixo_rateado,47188.49
L08,2025-10-01,custo_manutencao,25675.44
L08,2025-10-01,custo_pedagio,8189.58
L08,2025-10-01,custo_pneus,11509.68
L08,2025-10-01,custo_tripulacao,28256.19
L08,2025-11-01,custo_combustivel,95805.82
L08,2025-11-01,custo_fixo_rateado,47188.49
L08,2025-11-01,custo_manutencao,24847.2
L08,2025-11-01,custo_pedagio,7925.4
L08,2025-11-01,custo_pneus,11138.4
L08,2025-11-01,custo_tripulacao,27344.7
L08,2025-12-01,custo_combustivel,98999.35
L08,2025-12-01,custo_fixo_rateado,47188.49
L08,2025-12-01,custo_manutencao,25675.44
L08,2025-12-01,custo_pedagio,8189.58
L08,2025-12-01,custo_pneus,11509.68
L08,2025-12-01,custo_tripulacao,28256.19
L08,2026-01-01,custo_combustivel,98999.35
L08,2026-01-01,custo_fixo_rateado,47188.49
L08,2026-01-01,custo_manutencao,25675.44
L08,2026-01-01,custo_pedagio,8189.58
L08,2026-01-01,custo_pneus,11509.68
L08,2026-01-01,custo_tripulacao,28256.19
L08,2026-02-01,custo_combustivel,89418.76
L08,2026-02-01,custo_fixo_rateado,47188.49
L08,2026-02-01,custo_manutencao,23190.72
L08,2026-02-01,custo_pedagio,7397.04
L08,2026-02-01,custo_pneus,10395.84
L08,2026-02-01,custo_tripulacao,25521.72
L08,2026-03-01,custo_combustivel,98999.35
L08,2026-03-01,custo_fixo_rateado,47188.49
L08,2026-03-01,custo_manutencao,25675.44
L08,2026-03-01,custo_pedagio,8189.58
L08,2026-03-01,custo_pneus,11509.68
L08,2026-03-01,custo_tripulacao,28256.19
L08,2026-04-01,custo_combustivel,95805.82
L08,2026-04-01,custo_fixo_rateado,47188.49
L08,2026-04-01,custo_manutencao,24847.2
L08,2026-04-01,custo_pedagio,7925.4
L08,2026-04-01,custo_pneus,11138.4
L08,2026-04-01,custo_tripulacao,27344.7
L08,2026-05-01,custo_combustivel,98999.35
L08,2026-05-01,custo_fixo_rateado,47188.49
L08,2026-05-01,custo_manutencao,25675.44
L08,2026-05-01,custo_pedagio,8189.58
L08,2026-05-01,custo_pneus,11509.68
L08,2026-05-01,custo_tripulacao,28256.19
L08,2026-06-01,custo_combustivel,95805.82
L08,2026-06-01,custo_fixo_rateado,47188.49
L08,2026-06-01,custo_manutencao,24847.2
L08,2026-06-01,custo_pedagio,7925.4
L08,2026-06-01,custo_pneus,11138.4
L08,2026-06-01,custo_tripulacao,27344.7
L08,2026-07-01,custo_combustivel,98999.35
L08,2026-07-01,custo_fixo_rateado,47188.49
L08,2026-07-01,custo_manutencao,25675.44
L08,2026-07-01,custo_pedagio,8189.58
L08,2026-07-01,custo_pneus,11509.68
L08,2026-07-01,custo_tripulacao,28256.19
L08,2026-08-01,custo_combustivel,98999.35
L08,2026-08-01,custo_fixo_rateado,47188.49
L08,2026-08-01,custo_manutencao,25675.44
L08,2026-08-01,custo_pedagio,8189.58
L08,2026-08-01,custo_pneus,11509.68
L08,2026-08-01,custo_tripulacao,28256.19
L08,2026-09-01,custo_combustivel,95805.82
L08,2026-09-01,custo_fixo_rateado,47188.49
L08,2026-09-01,custo_manutencao,24847.2
L08,2026-09-01,custo_pedagio,7925.4
L08,2026-09-01,custo_pneus,11138.4
L08,2026-09-01,custo_tripulacao,27344.7
L09,2024-10-01,custo_combustivel,102753.78
L09,2024-10-01,custo_fixo_rateado,51649.59
L09,2024-10-01,custo_manutencao,28102.74
L09,2024-10-01,custo_pedagio,10901.92
L09,2024-10-01,custo_pneus,12597.78
L09,2024-10-01,custo_tripulacao,30418.44
L09,2024-11-01,custo_combustivel,99439.14
L09,2024-11-01,custo_fixo_rateado,51649.59
L09,2024-11-01,custo_manutencao,27196.2
L09,2024-11-01,custo_pedagio,10550.25
L09,2024-11-01,custo_pneus,12191.4
L09,2024-11-01,custo_tripulacao,29437.2
L09,2024-12-01,custo_combustivel,102753.78
L09,2024-12-01,custo_fixo_rateado,51649.59
L09,2024-12-01,custo_manutencao,28102.74
L09,2024-12-01,custo_pedagio,10901.92
L09,2024-12-01,custo_pneus,12597.78
L09,2024-12-01,custo_tripulacao,30418.44
L09,2025-01-01,custo_combustivel,102753.78
L09,2025-01-01,custo_fixo_rateado,51649.59
L09,2025-01-01,custo_manutencao,28102.74
L09,2025-01-01,custo_pedagio,10901.92
L09,2025-01-01,custo_pneus,12597.78
L09,2025-01-01,custo_tripulacao,30418.44
L09,2025-02-01,custo_combustivel,92809.86
L09,2025-02-01,custo_fixo_rateado,51649.59
L09,2025-02-01,custo_manutencao,25383.12
L09,2025-02-01,custo_pedagio,9846.9
L09,2025-02-01,custo_pneus,11378.64
L09,2025-02-01,custo_tripulacao,27474.72
L09,2025-03-01,custo_combustivel,102753.78
L09,2025-03-01,custo_fixo_rateado,51649.59
L09,2025-03-01,custo_manutencao,28102.74
L09,2025-03-01,custo_pedagio,10901.92
L09,2025-03-01,custo_pneus,12597.78
L09,2025-03-01,custo_tripulacao,30418.44
L09,2025-04-01,custo_combustivel,99439.14
